circuit,distance,rounds,p,source_p,stim_path,noise_model,matrix_rows,matrix_cols,logical_rows,matrix_nnz,frontier_max_active_detectors,shots,fail_total,logical_fail,syndrome_fail,exception_fail,fer,fer_per_round,wilson95_lo,wilson95_hi,K,Delta,selected_K,selected_Delta,escalation_K,escalation_Delta,score_alpha,decoder_mode,engine_requested,engines_seen,selected_forward,selected_backward,committee_disagreed,escalated,escalation_fraction,mean_decode_s,p95_decode_s,p99_decode_s,mean_transition_evals_total,mean_primary_transition_evals_total,mean_escalation_transition_evals_total,mean_selected_transition_evals,mean_pre_prune_state_count,mean_post_prune_state_count,max_pre_prune_state_count_max,max_post_prune_state_count_max,mean_sum_pre_prune_state_count,mean_sum_post_prune_state_count,elapsed_s,seed,plot_group,plot_x,plot_y
color_code_mpp,13,1,0.095,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,9527,9527,0,0,0.09527,0.09526999999999997,0.09346587465838352,0.09710521921972795,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,49861,50139,227,227,0.00227,0.00224102004036773,0.004549033171497284,0.005849109687842427,56725.0814,56297.05278,428.02862,31456.92296,158.06079015748034,123.8529376377953,4096,4088,20073.72035,15729.32308,26.37222997425124,20260602,d=13,0.095,123.8529376377953
color_code_mpp,13,1,0.0975,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,10878,10878,0,0,0.10878,0.10877999999999999,0.10686519418454618,0.11072486177126331,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,48221,51779,265,265,0.00265,0.0024369260926218705,0.004851982300169764,0.006119250464253121,62005.20682,61477.61114,527.59568,34398.34818,171.7663133070866,135.43357842519683,4096,4090,21814.32179,17200.06446,25.576746770180762,20260602,d=13,0.0975,135.43357842519683
color_code_mpp,13,1,0.1,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,11938,11938,0,0,0.11938,0.11938000000000004,0.11738501301830337,0.12140422857951935,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,47667,52333,232,232,0.00232,0.002642759649376385,0.0051471139537170515,0.006366745010018348,67406.1772,66928.27918,477.89802,37418.50932,185.86756417322837,147.32417015748032,4096,4088,23605.18065,18710.16961,27.676197880879045,20260602,d=13,0.1,147.32417015748032
color_code_mpp,13,1,0.1025,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,13157,13157,0,0,0.13157,0.13156999999999996,0.1294890971745083,0.13367920791162963,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,46034,53966,254,254,0.00254,0.0028547024725936354,0.005445396970026195,0.006640562135726212,73051.45704,72516.69512,534.76192,40498.8408,200.03247874015747,159.45160669291337,4096,4095,25404.1248,20250.35405,30.009390491992235,20260602,d=13,0.1025,159.45160669291337
color_code_mpp,13,1,0.105,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,14182,14182,0,0,0.14182,0.14182000000000006,0.1396715059643037,0.1439960116530263,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,44156,55844,254,254,0.00254,0.0030876415670430288,0.005781110748648643,0.006817459664307533,79129.25836,78551.8933,577.36506,43663.05566,214.43740685039367,171.9092713385827,4096,4096,27233.55067,21832.47746,35.07978578284383,20260602,d=13,0.105,171.9092713385827
color_code_mpp,13,1,0.1075,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,15438,15438,0,0,0.15438,0.15437999999999996,0.15215388227321913,0.15663267040672274,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,43536,56464,255,255,0.00255,0.0033012667850404976,0.0060011995490640395,0.0069929283577948795,84810.42348,84216.1987,594.22478,46775.40376,228.55821677165352,184.16270818897635,4096,4096,29026.89353,23388.66394,34.1157187060453,20260602,d=13,0.1075,184.16270818897635
color_code_mpp,13,1,0.11,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,16708,16708,0,0,0.16708,0.16708,0.16478066902098773,0.16940490796589455,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,42536,57464,270,270,0.0027,0.0035354827442439273,0.0062556520337238904,0.007140340567566453,90884.90894,90235.78286,649.12608,49987.37452,242.95845645669291,196.80832700787403,4096,4096,30855.72397,24994.65753,38.524618877097964,20260602,d=13,0.11,196.80832700787403
color_code_mpp,13,1,0.1125,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,17942,17942,0,0,0.17942,0.17942000000000002,0.17705415232935068,0.18181047662191308,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,40710,59290,294,294,0.00294,0.003779979644692503,0.0065029763849452134,0.007292570294812321,97103.42778,96358.76614,744.66164,53051.9009,256.42097992125986,208.87345220472443,4096,4096,32565.46445,26526.92843,39.08064311183989,20260602,d=13,0.1125,208.87345220472443
color_code_mpp,13,1,0.115,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,19133,19133,0,0,0.19133,0.19133,0.18890392216950783,0.19377979178141422,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,39175,60825,282,282,0.00282,0.004024385434221477,0.006706436956301331,0.007389987595379351,103404.79726,102692.5601,712.23716,56291.8651,270.716293543307,221.62926417322834,4096,4096,34380.96928,28146.91655,47.02233111904934,20260602,d=13,0.115,221.62926417322834
color_code_mpp,13,1,0.1175,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,20438,20438,0,0,0.20438,0.20438,0.20189206784733615,0.20689064352134745,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,37393,62607,273,273,0.00273,0.004271395818502642,0.0068947004387155154,0.007505220682360231,109684.46654,108974.1742,710.29234,59418.65998,284.3268755905512,233.93950874015744,4096,4096,36109.5132,29710.31761,44.199452864937484,20260602,d=13,0.1175,233.93950874015744
color_code_mpp,13,1,0.12,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=13,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=127,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,126,127,1,342,11,100000,21760,21760,0,0,0.2176,0.21760000000000002,0.21505351344752466,0.22016818227846224,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,36118,63882,329,329,0.00329,0.004526159980832599,0.007056785537861287,0.007577365860342977,115932.33782,115048.87296,883.46486,62408.3791,297.18524968503937,245.71008307086612,4096,4096,37742.52671,31205.18055,46.7450137748383,20260602,d=13,0.12,245.71008307086612
color_code_mpp,17,1,0.08,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,3225,3225,0,0,0.03225,0.03225,0.031172890712219497,0.03336304475460195,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,52284,47716,445,445,0.00445,0.003360168082634918,0.00743355355225503,0.010974266785196923,89284.21076,86699.80528,2584.40548,45145.74856,141.6684104608295,104.02442483870966,8192,4096,30742.04507,22573.30019,35.09848606074229,20260602,d=17,0.08,104.02442483870966
color_code_mpp,17,1,0.0825,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,3900,3900,0,0,0.039,0.039000000000000035,0.03781770901343403,0.040217707876367546,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,51433,48567,502,502,0.00502,0.0038121514709247278,0.00835324903018772,0.012023783959448305,102059.01928,98758.18624,3300.83304,51513.89658,161.05076451612902,118.69784940092165,8192,4096,34948.0159,25757.43332,44.73303833603859,20260602,d=17,0.0825,118.69784940092165
color_code_mpp,17,1,0.085,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,4695,4695,0,0,0.04695,0.04695000000000005,0.045656249224451044,0.048278556896860454,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,48950,51050,570,570,0.0057,0.004312927382043563,0.00927760316990316,0.013220974793657652,116061.50014,112100.06942,3961.43072,58514.7109,182.38350447004612,134.82903654377878,8192,4096,39577.22047,29257.90093,44.595103539992124,20260602,d=17,0.085,134.82903654377878
color_code_mpp,17,1,0.0875,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,5474,5474,0,0,0.05474,0.05474000000000001,0.05334716670466632,0.05616704094035114,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,51490,48510,579,579,0.00579,0.004838035877402872,0.010232451278716324,0.014073546417057497,130420.17996,126023.33584,4396.84412,65733.3338,204.1516616129032,151.46207640552993,8192,4096,44300.91057,32867.27058,51.10319203324616,20260602,d=17,0.0875,151.46207640552993
color_code_mpp,17,1,0.09,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,6446,6446,0,0,0.06446,0.06445999999999996,0.06295463349103037,0.0659988274030785,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,50229,49771,696,696,0.00696,0.005492711730631999,0.011285952292382715,0.015342480721883437,148501.52832,142741.7823,5759.74602,74414.22992,230.40941133640553,171.4644087557604,8192,4096,49998.84226,37207.7767,58.8702311469242,20260602,d=17,0.09,171.4644087557604
color_code_mpp,17,1,0.0925,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,7393,7393,0,0,0.07393,0.07393000000000005,0.07232457851102082,0.0755681548387357,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,48687,51313,805,805,0.00805,0.006131733750938438,0.012206537974998353,0.01643095463979988,165696.70406,158558.13128,7138.57278,82725.90132,255.203717281106,190.61595829493086,8192,4096,55379.20665,41363.66295,63.44847932783887,20260602,d=17,0.0925,190.61595829493086
color_code_mpp,17,1,0.095,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,8719,8719,0,0,0.08719,0.08718999999999999,0.08545729488824817,0.08895441974576267,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,49188,50812,827,827,0.00827,0.00683538344476372,0.013135744212195277,0.01741871383506804,184755.33218,176954.5139,7800.81828,91497.47066,281.523631843318,210.8271788018434,8192,4096,61090.62811,45749.4978,72.02025610115379,20260602,d=17,0.095,210.8271788018434
color_code_mpp,17,1,0.0975,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,9847,9847,0,0,0.09847,0.09847000000000006,0.09663872142552313,0.10033212660866783,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,48486,51514,912,912,0.00912,0.007574920256752521,0.014002211089245976,0.018202047827653552,204650.76234,195655.80164,8994.9607,100903.11068,309.3803106912442,232.49938470046084,8192,4096,67135.52742,50452.36648,77.53554863296449,20260602,d=17,0.0975,232.49938470046084
color_code_mpp,17,1,0.1,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,11039,11039,0,0,0.11039,0.11038999999999999,0.10846266153947562,0.11234727072611136,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,47671,52329,1114,1114,0.01114,0.00837361632869579,0.014909790223464362,0.0348984150076283,225365.46942,213721.71822,11643.7512,110427.03564,337.455349078341,254.44405792626728,8192,4096,73227.81075,55214.36057,86.42097156634554,20260602,d=17,0.1,254.44405792626728
color_code_mpp,17,1,0.1025,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,12269,12269,0,0,0.12269,0.12268999999999997,0.12067105111213272,0.12473793619088469,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,46582,53418,1139,1139,0.01139,0.009172073919731192,0.015701864473521707,0.040596683612093155,246387.92368,233952.95374,12434.96994,120357.06676,366.7986784331797,277.3244830875576,8192,4096,79595.31322,60179.41283,97.8194964909926,20260602,d=17,0.1025,277.3244830875576
color_code_mpp,17,1,0.105,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,13709,13709,0,0,0.13709,0.13708999999999993,0.13497219833885754,0.13923568266651748,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,45626,54374,1361,1361,0.01361,0.0100611516276747,0.016535446071065954,0.05352860526647405,269155.31024,253621.84644,15533.4638,130546.2895,396.5932941474654,300.80207101382484,8192,4096,86060.74483,65274.04941,102.7154894741252,20260602,d=17,0.105,300.80207101382484
color_code_mpp,17,1,0.1075,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,15326,15326,0,0,0.15326,0.15325999999999995,0.15104058566974196,0.15550605305557216,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,44918,55082,1502,1502,0.01502,0.010913357135420665,0.017169062281027433,0.060339916460216,290974.55912,273171.91504,17802.64408,140458.65918,425.4826806451613,323.64173562211977,8192,4096,92329.7417,70230.25663,111.40234410995618,20260602,d=17,0.1075,323.64173562211977
color_code_mpp,17,1,0.11,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,17012,17012,0,0,0.17012,0.17012000000000005,0.16780387534965382,0.17246146808550397,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,43830,56170,1673,1673,0.01673,0.011822286525056697,0.017849203990772364,0.06524635530542572,314566.53776,294151.64598,20414.89178,151218.04708,456.78212059907844,348.4330391705069,8192,4096,99121.72017,75609.9695,120.61465322086588,20260602,d=17,0.11,348.4330391705069
color_code_mpp,17,1,0.1125,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,18368,18368,0,0,0.18368,0.18368000000000007,0.18129217720735752,0.18609212446418705,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,42961,57039,1852,1852,0.01852,0.012709380348576233,0.018350515258498484,0.0694773078104481,336610.63982,313453.00756,23157.63226,161094.10772,485.4295418894009,371.18900410138247,8192,4096,105338.21059,80548.01389,134.79184941202402,20260602,d=17,0.1125,371.18900410138247
color_code_mpp,17,1,0.115,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,19780,19780,0,0,0.1978,0.19779999999999998,0.19534273389312604,0.20028048299211917,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,41900,58100,2073,2073,0.02073,0.013622488654395566,0.01885648095048964,0.07234907650388776,358692.47736,332265.37856,26427.0988,170925.6253,513.7228865437788,393.84231847926276,8192,4096,111477.86638,85463.78311,139.31765187066048,20260602,d=17,0.115,393.84231847926276
color_code_mpp,17,1,0.1175,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,21275,21275,0,0,0.21275,0.21275,0.21022453351692177,0.21529753481625719,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,40956,59044,2259,2259,0.02259,0.014474957522666082,0.019285024306736884,0.07506094894371926,379837.11886,350364.79102,29472.32784,180570.38724,541.4871274193548,416.0653141013825,8192,4096,117502.70665,90286.17316,147.5151599594392,20260602,d=17,0.1175,416.0653141013825
color_code_mpp,17,1,0.12,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=17,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=217,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,216,217,1,600,14,100000,23035,23035,0,0,0.23035,0.23035000000000005,0.22775069817519059,0.23297001801642545,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,40075,59925,2484,2484,0.02484,0.015366546793272718,0.019696290022693564,0.07694186287000775,401254.48542,368238.78308,33015.70234,190353.92582,569.5626335944701,438.60805608294925,8192,4096,123595.09149,95177.94817,181.53296957584098,20260602,d=17,0.12,438.60805608294925
color_code_mpp,21,1,0.08,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=21,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=331,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,330,331,1,930,17,100000,2287,2287,0,0,0.02287,0.022869999999999946,0.0219616391433217,0.0238150169534918,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,52320,47680,892,892,0.00892,0.007371393040842377,0.014937605266459264,0.02356947782449423,199950.0352,186642.54922,13307.48598,95154.91214,199.23613770392745,143.73934456193354,8192,4096,65947.16158,47577.72305,76.50193594535813,20260602,d=21,0.08,143.73934456193354
color_code_mpp,21,1,0.0825,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=21,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=331,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,330,331,1,930,17,100000,2819,2819,0,0,0.02819,0.02819000000000005,0.027182127526238685,0.02923411985505693,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,51284,48716,1032,1032,0.01032,0.008574526578057557,0.01695409584790468,0.0303715302050109,230863.85066,213818.61236,17045.2383,109080.47352,227.80187030211482,164.77509749244712,8192,4096,75402.41907,54540.55727,98.55868879426271,20260602,d=21,0.0825,164.77509749244712
color_code_mpp,21,1,0.085,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=21,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=331,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,330,331,1,930,17,100000,3568,3568,0,0,0.03568,0.035680000000000045,0.034548055262680066,0.03684761669018906,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,50075,49925,1256,1256,0.01256,0.009845551277869381,0.01887812076602131,0.06008233525324582,266893.22906,244637.85004,22255.37902,125346.61824,261.15283924471294,189.34649253776433,8192,4096,86441.58979,62673.68903,103.2147874739021,20260602,d=21,0.085,189.34649253776433
color_code_mpp,21,1,0.0875,0.084978,"scratch-better-beam-results:20260612_hex_color_code_codecap_bitflip_frontierfast_a08_k1024d10_escalate_d9d13d17d21_s100000_meanstates_cleps_v3/generated_mpp_sources/r=1,d=21,p=0.084978,noise=data_qubit_X,c=color_code_mpp,q=331,gates=mpp.stim",hexagonal color-code code-capacity bit-flip; data-qubit X_ERROR layer in MPP check circuit,330,331,1,930,17,100000,4364,4364,0,0,0.04364,0.04364000000000001,0.0423912365199967,0.044923823896120096,1024,10.0,4096,14.0,4096,14.0,0.8,bidirectional_committee,auto,native_binary,51510,48490,1400,1400,0.014,0.011211105915531516,0.02074827528558668,0.0789025347866112,304327.71714,277368.58038,26959.13676,141990.2871,295.0522435045317,214.48817314199397,8192,4096,97662.2926,70995.58531,118.54334212932736,20260602,d=21,0.0875,214.48817314199397
