stage,state_key,parent_state_key,local_state,merged_from_count,rank,kept,prefix_mass_P,future_score_F,score_P_plus_alpha_F,detector_mask,logical_mask,next_column_index,next_boundary_column_index,alpha,Delta,K,best_score_after_next_column,cutoff_score_after_next_column,closure_rejected
step3_merged,18758318456445223658618499571407441072273378729401524175073171523277299799556096,-1,-1,2,-1,False,-21.205391677369857,-21.646375979058867,-38.52249246061695,43641213567752800681042913995372797886464,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072273378729442166984502949843082512946954240,-1,-1,1,-1,False,-26.29830446020645,-16.01100112191488,-39.107105357738355,43641213608395610110821233800585945284608,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072229738845071909602049866633681235806781440,-1,-1,2,-1,False,-20.285052029989757,-24.37077769655425,-39.78167418723316,1329238138227657738024399308805111808,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,127605887595351923798765477786913079296,-1,-1,2,-1,False,-24.069542597772195,-19.85085204601978,-39.95022423458802,127605887595351923798765477786913079296,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072229738845112552411479644953486448954179584,-1,-1,1,-1,False,-25.377964834678313,-18.735402839410263,-40.36628710620653,1329278781037087516344204521952509952,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,24316338739836401038949906851824460649230337995994053861902726342995984603152384,-1,-1,1,-1,False,-26.185054085800175,-18.27983980286531,-40.80892592809242,43641216209535413616633701334227378765824,3360,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072273293658809792702517266394245166958379008,-1,-1,2,-1,False,-25.9775268883848,-18.780373539498697,-41.001825719983756,43556142976021328125137784963239956709376,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,27037452836913331631403824999528626483738583965117830198717788408621798113935360,-1,-1,1,-1,False,-21.047020237930354,-25.635462403545482,-41.55539016076674,42545690758495504442542774082343010304,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,5575271370264950839207098752661842821120000,-1,-1,2,-1,False,-25.063299364615524,-20.888233583394594,-41.773886231331204,5575271370264950839207098752661842821120000,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,24316338739836401038949906851824460649186698111664439288879421453399920610377728,-1,-1,1,-1,False,-25.26229522271431,-21.004241520360694,-42.06568843900287,1331879920840593328811738163385991168,3360,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,42535295866355247972207206203870150656,-1,-1,2,-1,False,-19.297765387368777,-28.471930153994684,-42.07530951056452,42535295866355247972207206203870150656,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,42535336509164677750527011417017548800,-1,-1,1,-1,False,-24.390678192057333,-22.836555296850698,-42.65992242953789,42535336509164677750527011417017548800,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,1910569472415717224488921252643350479579093652616844249795301326312963643015168,-1,-1,1,-1,False,-27.889169759814642,-18.608846772194898,-42.77624717757056,138905633774943144251190182397003956224,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,85070713424692237775866195541449768960,-1,-1,1,-1,False,-25.328846873548596,-22.264984323339654,-43.14083433222032,85070713424692237775866195541449768960,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,1910569472415717224488921252643350479578998114354647208966936365180505993248768,-1,-1,1,-1,False,-25.979124254107795,-21.467647077248188,-43.15324191590635,43367371577902315886229049939354189824,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,27037452836913331631403824999528626489313727729495185686001088395805854021976064,-1,-1,1,-1,False,-22.04077700712633,-26.6728439409203,-43.37905215986257,5575186310068113982787742529958138251051008,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072235959632092181770395017165343072920272896,-1,-1,1,-1,False,-28.882926529010614,-18.660201541109615,-43.81108776189831,6222116258410396002888556061145918603264,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,28021685595430519292504178372102473700491337639097411523806657500661983408553984,-1,-1,1,-1,False,-23.3587198898402,-25.587190185280434,-43.82847203806455,1350012395026257922170747006035689472,3872,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,5575186299673221842531272194390259778191360,-1,-1,2,-1,False,-20.291522153802994,-29.509311691369494,-43.89897150689859,5575186299673221842531272194390259778191360,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,57896044618658097711785492504343955320569806962687064418319015190721940422656,-1,-1,1,-1,False,-26.97288102330377,-21.351639140282092,-44.05419233552945,1393934814629866782398590223186765375602688,8,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072235864093829984729566652204210615270506496,-1,-1,1,-1,False,-26.97288102330376,-21.519001846162908,-44.18808250023409,6126577996213355174523594928688268836864,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072926722203107579367096858552761106521128960,-1,-1,1,-1,False,-26.139923950045326,-22.57525376351516,-44.20012696085745,696984687273807992704729943479179519459328,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,12968713994579413887439950320973045679566280820489392140602812403431328970702848,-1,-1,1,-1,False,-24.275008580093335,-25.10539397780112,-44.359323762334235,42537937648968183562994545058451030016,1792,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,57896044618658097711785492504343955320474268700490023589954054058264290656256,-1,-1,1,-1,False,-25.062835517596916,-24.210439445335385,-44.431187073865225,1393839276367669741570225262054307725836288,8,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072229749645049374116551294691733325685456896,-1,-1,1,-1,False,-25.06283551759692,-24.363575562047373,-44.553695967234816,12129215602742159166082451398683787264,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,8742302737417372754479609368155937042965525066198225116312909171736745307275264,-1,-1,1,-1,False,-22.957065743637195,-27.012213143490534,-44.566836258429625,43641223942362531333861579139304019460096,1208,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,27037452836913331631403824999528626483738541429943659539031765509339552650625024,-1,-1,1,-1,False,-22.145988618120953,-28.049594680865347,-44.58566436281323,10516587835818419643491836879699968,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,1910569472415717224488921252643350485154237416994199737078601313497019551055872,-1,-1,1,-1,False,-28.88292652901061,-19.64622830956971,-44.59990917666638,5575282670011130430427551177366452911996928,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,121695695561949307923958406840320,-1,-1,1,-1,False,-20.396742857371148,-30.886062431314542,-45.105592802422784,121695695561949307923958406840320,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441077848607564370609896972337354113213649649664,-1,-1,1,-1,False,-32.06578473818051,-16.92868184801895,-45.608730216595674,5618870048536838522580208744831286647980032,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072926637132515850370421031994489523478200320,-1,-1,1,-1,False,-21.207819933867878,-31.196331871490063,-46.16488543105993,696899616682078996028903385207596476530688,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072229823915704283884035550082518581795356672,-1,-1,1,-1,False,-30.31006885085576,-21.601405278970432,-47.591193074032105,86399870512509643421473236654793687040,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441077848522493778878424416432225081080808472576,-1,-1,1,-1,False,-36.99788875435796,-14.06267940845878,-48.248032281124985,5618784977945107050024303615799153806802944,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,27037452836913331631403824999528626483738669035709561671273693537653930955112448,-1,-1,1,-1,False,-25.979124254107802,-28.50146484310565,-48.780296128592326,127616282489968060347671806215184187392,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,24316338739836401038949906851824460649186783182256170761435326582432053451554816,-1,-1,1,-1,False,-30.19439923889176,-23.870243959920863,-49.29059440682845,86402471652313149233940770296227168256,3360,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,127605928240637233655656043549858725888,-1,-1,1,-1,False,-29.32278220823478,-25.70255773641086,-49.88482839736347,127605928240637233655656043549858725888,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,1910569472415717224488921252643350479579083184946378681522841494212638834425856,-1,-1,1,-1,False,-30.911228270285243,-24.333649516808357,-50.37814788373193,128437963309374871791358082072195366912,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,27037452836913331631403824999528626489313812800086917158556993524837986863153152,-1,-1,1,-1,False,-26.972881023303778,-29.538846380480468,-50.60395812768815,5575271380659845455343647658990271092228096,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072273293658850437987827123284810929904025600,-1,-1,1,-1,False,-31.230408476383896,-24.632079229889776,-50.93607186029572,43556143016666613434994675529002902355968,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,28021685595430519292504178372102473700491422709689142996362562629694116249731072,-1,-1,1,-1,False,-28.290823906017646,-28.453192624840618,-51.05337800589014,86420604126498813827299779138876866560,3872,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072235949164421716202122557333242748111683584,-1,-1,1,-1,False,-31.904985039481208,-24.385004285723078,-51.412988468059666,6211648587944827730428723960821110013952,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,12968713994579413887439950320973045679566365891081123613158717532463461811879936,-1,-1,1,-1,False,-29.207112596270782,-27.97139641736129,-51.58422973015982,127608529380440739468123577191292207104,1792,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,57896044618658097711785492504343955320559339292221496145859183090397131833344,-1,-1,1,-1,False,-29.994939533774364,-27.076441884895555,-51.65609304169081,1393924346959401214126130391086440567013376,8,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072229834715641105589107199820765458526633984,-1,-1,1,-1,False,-29.994939533774367,-27.229578001607543,-51.77860193506041,97199807334214715071211483531524964352,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,27037452836913331631403824999528626483738626500535391011587670638371685491802112,-1,-1,1,-1,False,-27.0780926342984,-30.915597120425524,-51.810570330638825,85081108319308374324772523969720877056,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,24316338739836401038949906851824460649230252925402324865226899784724401560223744,-1,-1,1,-1,False,-31.117158101977623,-26.900917910840207,-52.637892430649785,43556145617806416940807143062644335837184,3360,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,1910569472415717224488921252643350479579008582025115253119474768041380600086528,-1,-1,1,-1,False,-32.82127377599209,-27.22992488016979,-54.605213680127925,53835042045946468424631910813961027584,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,18758318456445223658618499571407441072235874561500452773719190607071489877344256,-1,-1,1,-1,False,-33.815030545188066,-27.28127964908451,-55.64005426445567,6137045666681399327061997789562875674624,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,57896044618658097711785492504343955320484736370958067742492456919138897494016,-1,-1,1,-1,False,-31.904985039481218,-29.972717248256988,-55.883158838086814,1393849744038137785722763664915182332674048,8,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,8742302737417372754479609368155937042965439995606496119637082613465162264346624,-1,-1,1,-1,False,-27.889169759814642,-35.63329125146544,-56.395802760986996,43556153350633534658035020867720976531456,1208,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step3_merged,1910569472415717224488921252643350485154152346402470740402774755225436508127232,-1,-1,1,-1,False,-33.81503054518806,-28.267306417544606,-56.428875679223744,5575197599419401433751724619094869869068288,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072229823915663638598725693191952818849710080,-1,-1,2,1,True,-25.056829240393174,-15.74969958857935,-37.656588911256655,86399829867224333564582670891848040448,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072273378729401524175073171523277299799556096,-1,-1,2,2,True,-21.205391677369857,-21.646375979058867,-38.52249246061695,43641213567752800681042913995372797886464,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072273378729442166984502949843082512946954240,-1,-1,1,3,True,-26.29830446020645,-16.01100112191488,-39.107105357738355,43641213608395610110821233800585945284608,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072229738845071909602049866633681235806781440,-1,-1,2,4,True,-20.285052029989757,-24.37077769655425,-39.78167418723316,1329238138227657738024399308805111808,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,127605887595351923798765477786913079296,-1,-1,2,5,True,-24.069542597772195,-19.85085204601978,-39.95022423458802,127605887595351923798765477786913079296,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072229738845112552411479644953486448954179584,-1,-1,1,6,True,-25.377964834678313,-18.735402839410263,-40.36628710620653,1329278781037087516344204521952509952,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,24316338739836401038949906851824460649230337995994053861902726342995984603152384,-1,-1,1,7,True,-26.185054085800175,-18.27983980286531,-40.80892592809242,43641216209535413616633701334227378765824,3360,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072273293658809792702517266394245166958379008,-1,-1,2,8,True,-25.9775268883848,-18.780373539498697,-41.001825719983756,43556142976021328125137784963239956709376,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,27037452836913331631403824999528626483738583965117830198717788408621798113935360,-1,-1,1,9,True,-21.047020237930354,-25.635462403545482,-41.55539016076674,42545690758495504442542774082343010304,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,5575271370264950839207098752661842821120000,-1,-1,2,10,True,-25.063299364615524,-20.888233583394594,-41.773886231331204,5575271370264950839207098752661842821120000,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,24316338739836401038949906851824460649186698111664439288879421453399920610377728,-1,-1,1,11,True,-25.26229522271431,-21.004241520360694,-42.06568843900287,1331879920840593328811738163385991168,3360,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,42535295866355247972207206203870150656,-1,-1,2,12,True,-19.297765387368777,-28.471930153994684,-42.07530951056452,42535295866355247972207206203870150656,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,42535336509164677750527011417017548800,-1,-1,1,13,True,-24.390678192057333,-22.836555296850698,-42.65992242953789,42535336509164677750527011417017548800,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,1910569472415717224488921252643350479579093652616844249795301326312963643015168,-1,-1,1,14,True,-27.889169759814642,-18.608846772194898,-42.77624717757056,138905633774943144251190182397003956224,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,85070713424692237775866195541449768960,-1,-1,1,15,True,-25.328846873548596,-22.264984323339654,-43.14083433222032,85070713424692237775866195541449768960,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,1910569472415717224488921252643350479578998114354647208966936365180505993248768,-1,-1,1,16,True,-25.979124254107795,-21.467647077248188,-43.15324191590635,43367371577902315886229049939354189824,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,27037452836913331631403824999528626489313727729495185686001088395805854021976064,-1,-1,1,17,True,-22.04077700712633,-26.6728439409203,-43.37905215986257,5575186310068113982787742529958138251051008,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072235959632092181770395017165343072920272896,-1,-1,1,18,True,-28.882926529010614,-18.660201541109615,-43.81108776189831,6222116258410396002888556061145918603264,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,28021685595430519292504178372102473700491337639097411523806657500661983408553984,-1,-1,1,19,True,-23.3587198898402,-25.587190185280434,-43.82847203806455,1350012395026257922170747006035689472,3872,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,5575186299673221842531272194390259778191360,-1,-1,2,20,True,-20.291522153802994,-29.509311691369494,-43.89897150689859,5575186299673221842531272194390259778191360,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,57896044618658097711785492504343955320569806962687064418319015190721940422656,-1,-1,1,21,True,-26.97288102330377,-21.351639140282092,-44.05419233552945,1393934814629866782398590223186765375602688,8,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072235864093829984729566652204210615270506496,-1,-1,1,22,True,-26.97288102330376,-21.519001846162908,-44.18808250023409,6126577996213355174523594928688268836864,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072926722203107579367096858552761106521128960,-1,-1,1,23,True,-26.139923950045326,-22.57525376351516,-44.20012696085745,696984687273807992704729943479179519459328,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,12968713994579413887439950320973045679566280820489392140602812403431328970702848,-1,-1,1,24,True,-24.275008580093335,-25.10539397780112,-44.359323762334235,42537937648968183562994545058451030016,1792,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,57896044618658097711785492504343955320474268700490023589954054058264290656256,-1,-1,1,25,True,-25.062835517596916,-24.210439445335385,-44.431187073865225,1393839276367669741570225262054307725836288,8,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072229749645049374116551294691733325685456896,-1,-1,1,26,True,-25.06283551759692,-24.363575562047373,-44.553695967234816,12129215602742159166082451398683787264,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,8742302737417372754479609368155937042965525066198225116312909171736745307275264,-1,-1,1,27,True,-22.957065743637195,-27.012213143490534,-44.566836258429625,43641223942362531333861579139304019460096,1208,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,27037452836913331631403824999528626483738541429943659539031765509339552650625024,-1,-1,1,28,True,-22.145988618120953,-28.049594680865347,-44.58566436281323,10516587835818419643491836879699968,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,1910569472415717224488921252643350485154237416994199737078601313497019551055872,-1,-1,1,29,True,-28.88292652901061,-19.64622830956971,-44.59990917666638,5575282670011130430427551177366452911996928,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,121695695561949307923958406840320,-1,-1,1,30,True,-20.396742857371148,-30.886062431314542,-45.105592802422784,121695695561949307923958406840320,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441077848607564370609896972337354113213649649664,-1,-1,1,31,True,-32.06578473818051,-16.92868184801895,-45.608730216595674,5618870048536838522580208744831286647980032,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072926637132515850370421031994489523478200320,-1,-1,1,32,False,-21.207819933867878,-31.196331871490063,-46.16488543105993,696899616682078996028903385207596476530688,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072229823915704283884035550082518581795356672,-1,-1,1,33,False,-30.31006885085576,-21.601405278970432,-47.591193074032105,86399870512509643421473236654793687040,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441077848522493778878424416432225081080808472576,-1,-1,1,34,False,-36.99788875435796,-14.06267940845878,-48.248032281124985,5618784977945107050024303615799153806802944,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,27037452836913331631403824999528626483738669035709561671273693537653930955112448,-1,-1,1,35,False,-25.979124254107802,-28.50146484310565,-48.780296128592326,127616282489968060347671806215184187392,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,24316338739836401038949906851824460649186783182256170761435326582432053451554816,-1,-1,1,36,False,-30.19439923889176,-23.870243959920863,-49.29059440682845,86402471652313149233940770296227168256,3360,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,127605928240637233655656043549858725888,-1,-1,1,37,False,-29.32278220823478,-25.70255773641086,-49.88482839736347,127605928240637233655656043549858725888,0,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,1910569472415717224488921252643350479579083184946378681522841494212638834425856,-1,-1,1,38,False,-30.911228270285243,-24.333649516808357,-50.37814788373193,128437963309374871791358082072195366912,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,27037452836913331631403824999528626489313812800086917158556993524837986863153152,-1,-1,1,39,False,-26.972881023303778,-29.538846380480468,-50.60395812768815,5575271380659845455343647658990271092228096,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072273293658850437987827123284810929904025600,-1,-1,1,40,False,-31.230408476383896,-24.632079229889776,-50.93607186029572,43556143016666613434994675529002902355968,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,28021685595430519292504178372102473700491422709689142996362562629694116249731072,-1,-1,1,41,False,-28.290823906017646,-28.453192624840618,-51.05337800589014,86420604126498813827299779138876866560,3872,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072235949164421716202122557333242748111683584,-1,-1,1,42,False,-31.904985039481208,-24.385004285723078,-51.412988468059666,6211648587944827730428723960821110013952,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,12968713994579413887439950320973045679566365891081123613158717532463461811879936,-1,-1,1,43,False,-29.207112596270782,-27.97139641736129,-51.58422973015982,127608529380440739468123577191292207104,1792,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,57896044618658097711785492504343955320559339292221496145859183090397131833344,-1,-1,1,44,False,-29.994939533774364,-27.076441884895555,-51.65609304169081,1393924346959401214126130391086440567013376,8,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072229834715641105589107199820765458526633984,-1,-1,1,45,False,-29.994939533774367,-27.229578001607543,-51.77860193506041,97199807334214715071211483531524964352,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,27037452836913331631403824999528626483738626500535391011587670638371685491802112,-1,-1,1,46,False,-27.0780926342984,-30.915597120425524,-51.810570330638825,85081108319308374324772523969720877056,3736,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,24316338739836401038949906851824460649230252925402324865226899784724401560223744,-1,-1,1,47,False,-31.117158101977623,-26.900917910840207,-52.637892430649785,43556145617806416940807143062644335837184,3360,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,1910569472415717224488921252643350479579008582025115253119474768041380600086528,-1,-1,1,48,False,-32.82127377599209,-27.22992488016979,-54.605213680127925,53835042045946468424631910813961027584,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,18758318456445223658618499571407441072235874561500452773719190607071489877344256,-1,-1,1,49,False,-33.815030545188066,-27.28127964908451,-55.64005426445567,6137045666681399327061997789562875674624,2592,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,57896044618658097711785492504343955320484736370958067742492456919138897494016,-1,-1,1,50,False,-31.904985039481218,-29.972717248256988,-55.883158838086814,1393849744038137785722763664915182332674048,8,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,8742302737417372754479609368155937042965439995606496119637082613465162264346624,-1,-1,1,51,False,-27.889169759814642,-35.63329125146544,-56.395802760986996,43556153350633534658035020867720976531456,1208,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
step4_pruned,1910569472415717224488921252643350485154152346402470740402774755225436508127232,-1,-1,1,52,False,-33.81503054518806,-28.267306417544606,-56.428875679223744,5575197599419401433751724619094869869068288,264,1015,1015,0.8,8.0,512,-37.656588911256655,-45.656588911256655,
